Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
8/31/2017,83276,ID,,Caribou,Soda Springs,12195,1193,-0.004173623,0.000838926,0.079638009,1073
8/31/2017,17084,PA,Lewistown,Mifflin,Brown Township,12196,1146,0.000873362,0.008802817,0.003502627,986
8/31/2017,32102,FL,Orlando,Lake,Astor,12197,1307,0.010046368,0.017120623,0.0077101,877
8/31/2017,30471,GA,,Emanuel,Twin City,12198,899,0.002229654,0.013528749,-0.014254386,693
8/31/2017,8827,NJ,New York,Hunterdon,Hampton,12199,2223,0.015068493,0.052058684,0.063636364,1623
8/31/2017,78263,TX,San Antonio,Bexar,China Grove,12200,1420,0.003533569,0.009239517,0.063670412,1754
8/31/2017,3036,NH,Boston,Rockingham,Chester,12201,2008,0.012096774,0.036654621,0.073222875,2139
8/31/2017,78343,TX,Corpus Christi,Nueces,Bishop,12202,1148,0.002620087,0.009674582,-0.070445344,1537
8/31/2017,26456,WV,Clarksburg,Doddridge,West Union,12203,781,-0.012642225,-0.021303258,-0.017610063,583
8/31/2017,97115,OR,Portland,Yamhill,Dundee,12204,1669,0.00180072,0.004816376,0.055660974,1032
8/31/2017,61054,IL,Rochelle,Ogle,Mount Morris,12205,1115,0.009049774,0.037209302,-0.061447811,1311
8/31/2017,49094,MI,Coldwater,Branch,Union City,12206,913,0.00219539,0.015572859,0.028153153,1491
8/31/2017,4358,ME,Augusta,Kennebec,China Village,12207,1016,-0.011673152,-0.065317387,-0.079710145,2340
8/31/2017,2032,MA,Boston,Norfolk,Walpole,12208,2528,-0.01018011,-0.017107309,0.04939809,1525
8/31/2017,2702,MA,Providence,Bristol,Freetown,12209,1861,-0.002144772,-0.001073537,0.085131195,1483
8/31/2017,68142,NE,Omaha,Douglas,Omaha,12210,1388,0.002890173,0.018341893,0.02133922,2062
8/31/2017,10560,NY,New York,Westchester,North Salem,12211,3070,-0.008718114,-0.030934343,-0.06402439,1636
8/31/2017,78377,TX,,Refugio,Refugio,12212,1191,-0.00334728,-0.005012531,-0.020559211,1293
8/31/2017,7420,NJ,New York,Sussex,Vernon Township,12213,1697,0.007121662,-0.005275498,-0.026949541,1642
8/31/2017,96143,CA,Sacramento,Placer,Kings Beach,12214,1997,0.000501002,0.015768057,0.07077748,2382
8/31/2017,68064,NE,Omaha,Douglas,Valley,12215,1301,0.004633205,0.008527132,0.015612802,2636
8/31/2017,19035,PA,Philadelphia,Montgomery,Lower Merion Township,12216,5216,0.003655955,0.013602798,0.027176054,1403
8/31/2017,3840,NH,Boston,Rockingham,Greenland,12217,2319,0.005637467,0.026106195,0.101139601,1888
8/31/2017,66523,KS,Topeka,Osage,Osage City,12218,827,-0.003614458,-0.002412545,0.00976801,1418
8/31/2017,79562,TX,Abilene,Taylor,Tuscola,12219,1564,-0.004455761,-0.006984127,-0.024329382,1588
8/31/2017,54736,WI,,Pepin,Durand,12220,975,-0.016145308,-0.025,-0.022066199,1199
8/31/2017,13439,NY,Oneonta,Otsego,Richfield,12221,1313,0.042891183,0.005359877,0.045382166,1200
8/31/2017,3044,NH,Boston,Rockingham,Fremont,12222,1890,0.010695187,0.031096563,0.042471042,1635
8/31/2017,16749,PA,Bradford,McKean,Keating Township,12223,914,-0.005440696,-0.026624068,-0.126195029,1147
8/31/2017,35456,AL,Tuscaloosa,Tuscaloosa,Duncanville,12224,1143,-0.004355401,-0.008673027,0.032520325,1551
8/31/2017,27509,NC,Oxford,Granville,Butner,12225,1038,0.010710808,0.029761905,0.048484848,1102
8/31/2017,16423,PA,Erie,Erie,Lake City,12226,996,0.031055901,0.117845118,0.041841004,1322
8/31/2017,24087,VA,Blacksburg,Montgomery,Elliston,12227,1181,0.005962521,0.024284475,0.039612676,786
8/31/2017,17324,PA,Harrisburg,Cumberland,Dickinson Township,12228,1195,0.001676446,0.025751073,0.078519856,1753
8/31/2017,73443,OK,Ardmore,Carter,Lone Grove,12229,1082,-0.005514706,0.015962441,-0.019038985,2458
8/31/2017,78595,TX,McAllen,Hidalgo,Sullivan City,12230,895,-0.01214128,-0.018640351,0.028735632,918
8/31/2017,15473,PA,Pittsburgh,Fayette,Perryopolis,12231,1084,0.010251631,0.014031805,0.019755409,1387
8/31/2017,7758,NJ,New York,Monmouth,Middletown,12232,2123,-0.006086142,-0.008870215,0.050470064,1826
8/31/2017,6277,CT,Worcester,Windham,Thompson,12233,1319,-0.000757576,-0.010502626,-0.079553385,1761
8/31/2017,85356,AZ,Yuma,Yuma,Wellton,12234,921,0.00436205,0,0.041855204,767
8/31/2017,3263,NH,Concord,Merrimack,Town of Pittsfield,12235,1475,0.007513661,0.049822064,0.114048338,1284
8/31/2017,10993,NY,New York,Rockland,West Haverstraw,12236,2172,0.017330211,0.061064973,0.070478068,1212
8/31/2017,14710,NY,Jamestown,Chautauqua,North Harmony,12237,965,-0.015306122,-0.015306122,-0.094746717,1259
8/31/2017,3839,NH,Boston,Strafford,Rochester,12238,1597,0.003771213,0.021753039,0.127028934,1553
8/31/2017,1908,MA,Boston,Essex,Nahant,12239,2581,-0.007307692,0.003109211,0.02787734,1344
8/31/2017,36043,AL,Montgomery,Montgomery,Hope Hull,12240,937,-0.007415254,-0.014721346,0.020697168,1118
8/31/2017,8056,NJ,Philadelphia,Gloucester,East Greenwich Township,12241,2475,-0.00482509,-0.023283346,-0.065332326,1689
8/31/2017,75756,TX,Athens,Henderson,Brownsboro,12242,1317,0.009195402,0.02890625,-0.058613295,724
8/31/2017,72067,AR,,Cleburne,Greers Ferry,12243,1003,0,-0.003972195,-0.012795276,972
8/31/2017,12582,NY,New York,Dutchess,East Fishkill,12244,2142,0.00752587,0.030798845,0.068329177,1584
8/31/2017,15531,PA,Somerset,Somerset,Jenner Township,12245,869,0.032066508,0.097222222,-0.117766497,918
8/31/2017,32702,FL,Orlando,Lake,Altoona,12246,1117,0.007213706,0.00540054,0.066857689,589
8/31/2017,35765,AL,Scottsboro,Jackson,Pisgah,12247,847,-0.004700353,-0.003529412,-0.048314607,696
8/31/2017,20622,MD,Washington,Charles,Charlotte Hall,12248,1804,0.001665741,0.006696429,-0.02433748,1771
8/31/2017,32438,FL,Panama City,Bay,Fountain,12249,937,-0.003191489,-0.009513742,-0.024973985,466
8/31/2017,12871,NY,Albany,Saratoga,Saratoga,12250,1489,-0.001341382,-0.002679169,0.004723347,1189
8/31/2017,8542,NJ,Trenton,Mercer,Princeton,12251,2808,0.002499107,0.004291845,-0.016462347,997
8/31/2017,37410,TN,Chattanooga,Hamilton,Chattanooga,12252,850,0.019184652,0.019184652,-0.087003222,1084
8/31/2017,1452,MA,Worcester,Worcester,Hubbardston,12253,1654,0.017220172,0.03829253,0.053503185,1690
8/31/2017,83655,ID,Ontario,Payette,New Plymouth,12254,1099,0.013837638,0.040719697,0.058766859,1400
8/31/2017,61880,IL,Champaign-Urbana,Champaign,Tolono,12255,1148,0.007901668,0.012345679,0.066914498,1473
8/31/2017,6103,CT,Hartford,Hartford,Hartford,12256,1282,0.00312989,0.023144453,0.047385621,834
8/31/2017,35490,AL,Tuscaloosa,Tuscaloosa,Vance,12257,1079,-0.009182736,-0.010091743,0.042512077,1580
8/31/2017,18635,PA,Scranton,Luzerne,Nescopeck Township,12258,1142,0.012411348,0.057407407,0.094918504,1329
8/31/2017,13074,NY,Syracuse,Oswego,Town of Hannibal,12259,1203,-0.002487562,-0.040669856,-0.082379863,943
8/31/2017,21013,MD,Baltimore,Baltimore,Baldwin,12260,2389,0.00631845,0.02576213,0.015299618,1761
8/31/2017,45644,OH,Chillicothe,Ross,Kingston,12261,1163,0,0.006926407,0.010425717,1019
8/31/2017,12157,NY,Albany,Schoharie,Town of Schoharie,12262,1454,0.005532503,-0.001373626,-0.037086093,1146
8/31/2017,37032,TN,Nashville,Robertson,Cedar Hill,12263,1175,0.002559727,0.007718696,0.042590949,2268
8/31/2017,44217,OH,Wooster,Wayne,Creston,12264,1172,0.00428449,0.01384083,0.028972783,1221
8/31/2017,97539,OR,Medford,Jackson,Shady Cove,12265,1451,0.007638889,0.006241331,0.038654259,647
8/31/2017,23457,VA,Virginia Beach,Virginia Beach City,Virginia Beach,12266,1896,0.004237288,0.001055966,0.000527704,1490
8/31/2017,56444,MN,Brainerd,Crow Wing,Deerwood,12267,1229,-0.002435065,-0.008071025,-0.042834891,2112
8/31/2017,30738,GA,Chattanooga,Dade,Rising Fawn,12268,1025,-0.00194742,-0.004854369,-0.041159963,1705
8/31/2017,96771,HI,Hilo,Hawaii,Mountain View,12269,1447,-0.000690608,0.02916074,0.171659919,1708
8/31/2017,24083,VA,Roanoke,Botetourt,Daleville,12270,1487,-0.001343183,-0.008666667,0.001346801,1739
8/31/2017,43412,OH,Toledo,Lucas,Curtice,12271,1141,-0.006097561,0.016934046,0.04775023,1761
8/31/2017,37882,TN,Knoxville,Blount,Townsend,12272,993,-0.011940299,-0.012922465,-0.034046693,3611
8/31/2017,4989,ME,Augusta,Kennebec,Vassalboro,12273,1012,-0.00589391,-0.044381492,-0.066420664,2259
8/31/2017,12015,NY,,Greene,Town of Athens,12274,1739,0.013403263,0.050120773,0.063608563,1827
8/31/2017,28341,NC,,Duplin,Faison,12275,812,0.001233046,0.001233046,-0.014563107,837
8/31/2017,98051,WA,Seattle,King,Ravensdale,12276,2267,0.000883002,0.010249554,0.017048004,1021
8/31/2017,99122,WA,,Lincoln,Davenport,12277,1185,0.000844595,0.018041237,0.015424165,1720
8/31/2017,56441,MN,Brainerd,Crow Wing,Crosby,12278,1047,0.009643202,-0.011331445,-0.067675868,2501
8/31/2017,72020,AR,Searcy,White,Bradford,12279,704,-0.002832861,-0.016759777,-0.027624309,928
8/31/2017,28456,NC,,Bladen,East Arcadia,12280,888,0.005662514,0.006802721,0.004524887,784
8/31/2017,48014,MI,Detroit,Saint Clair,Capac,12281,1063,-0.006542056,-0.040613718,0.009496676,1771
8/31/2017,56342,MN,Minneapolis-St Paul,Mille Lacs,Isle,12282,1281,-0.001558846,-0.006206362,-0.035391566,1553
8/31/2017,65705,MO,,Lawrence,Marionville,12283,719,0.012676056,0.018413598,0.007002801,725
8/31/2017,53184,WI,Whitewater,Walworth,Town of Walworth,12284,1416,0.012875536,0.007112376,0.076806084,1283
8/31/2017,28585,NC,New Bern,Jones,Trenton,12285,839,0.001193317,0,0,864
8/31/2017,45341,OH,Springfield,Clark,Medway,12286,785,-0.008838384,-0.01875,0.048064085,1123
8/31/2017,47320,IN,Muncie,Delaware,Albany,12287,771,0.017150396,0.050408719,0.022546419,1999
8/31/2017,49617,MI,Traverse City,Benzie,Beulah,12288,1189,0.004222973,0.015371477,0.04665493,1564
8/31/2017,13634,NY,Watertown,Jefferson,Dexter,12289,1201,-0.005794702,-0.034565916,0.003341688,1223
8/31/2017,29682,SC,Greenville,Pickens,Six Mile,12290,1256,0.000796813,0.005604484,0.044056525,1246
8/31/2017,27050,NC,Winston-Salem,Forsyth,Tobaccoville,12291,1059,0.006653992,0.016314779,0.026162791,1472
8/31/2017,25420,WV,Hagerstown,Berkeley,Gerrardstown,12292,1101,0.006398537,-0.00631769,-0.025663717,1281
8/31/2017,70030,LA,New Orleans,Saint Charles,Des Allemands,12293,1309,-0.004562738,-0.002286585,0,1152
8/31/2017,37046,TN,Nashville,Williamson,College Grove,12294,2153,-0.000928074,-0.000464253,0.0291587,1985
8/31/2017,14042,NY,Olean,Cattaraugus,Town of Yorkshire,12295,1071,-0.002793296,-0.025477707,-0.141138733,904
8/31/2017,60203,IL,Chicago,Cook,Evanston,12296,2332,-0.002139495,0.002148689,0.049032839,1874
8/31/2017,8751,NJ,New York,Ocean,Ortley Beach,12297,1622,0,0.002472188,0.035098915,4823
8/31/2017,95045,CA,San Jose,San Benito,San Juan Bautista,12298,2542,0.003157064,0.020473705,0.023349436,966
8/31/2017,13140,NY,Auburn,Cayuga,Conquest,12299,1236,0.001620746,-0.016706444,-0.061503417,1099
8/31/2017,53531,WI,Madison,Dane,Town of Deerfield,12300,1493,-0.010603048,-0.00532978,0.028945555,1654
8/31/2017,61738,IL,Peoria,Woodford,El Paso,12301,1239,-0.002415459,0.008957655,0.006498781,1683
8/31/2017,7863,NJ,Allentown,Warren,Oxford Township,12302,1612,0.002487562,0.004987531,-0.027157514,1508
8/31/2017,5250,VT,Bennington,Bennington,Town of Arlington,12303,1552,-0.027568922,-0.076740036,0.025776603,1455
8/31/2017,30185,GA,Atlanta,Carroll,Whitesburg,12304,922,0.003264418,0.01430143,0.030167598,1554
8/31/2017,16426,PA,Erie,Erie,Mckean Township,12305,1098,0.026168224,0.031954887,0.041745731,891
8/31/2017,72635,AR,Mountain Home,Baxter,Gassville,12306,840,0.009615385,0.009615385,0,1021
8/31/2017,60112,IL,Chicago,DeKalb,Cortland,12307,1303,0.006955178,0.033306899,0.007733952,1526
8/31/2017,21057,MD,Baltimore,Baltimore,Glen Arm,12308,2382,0.007188161,0.041083916,0.072972973,1603
8/31/2017,1985,MA,Boston,Essex,West Newbury,12309,2726,0.007763401,0.04765565,0.05577072,1585
8/31/2017,32195,FL,Ocala,Marion,Weirsdale,12310,1438,-0.002081888,0.014104372,0.136758893,869
8/31/2017,37085,TN,Nashville,Rutherford,Lascassas,12311,1431,-0.008316008,-0.004867872,0.003506311,1839
8/31/2017,24637,VA,Bluefield,Tazewell,Cedar Bluff,12312,1088,0.005545287,0.002764977,0.004616805,775
8/31/2017,35740,AL,Scottsboro,Jackson,Bridgeport,12313,822,0.001218027,0.003663004,-0.034077556,514
8/31/2017,21710,MD,Washington,Frederick,Adamstown,12314,2268,-0.000881057,-0.000881057,-0.011333915,1421
8/31/2017,28654,NC,North Wilkesboro,Wilkes,Moravian Falls,12315,1057,0.008587786,0.005708849,0.011483254,895
8/31/2017,29643,SC,Seneca,Oconee,Fair Play,12316,1179,0.013757524,0.07967033,0.049866429,1392
8/31/2017,40146,KY,,Breckinridge,Irvington,12317,876,-0.003412969,0.013888889,0.039145907,639
8/31/2017,7627,NJ,New York,Bergen,Demarest,12318,3564,0.00084246,-0.010549695,0.03514377,1706
8/31/2017,15557,PA,Somerset,Somerset,Rockwood,12319,892,0.031213873,0.101234568,-0.124631992,961
8/31/2017,19541,PA,Reading,Berks,Centre Township,12320,1341,-0.008136095,-0.006666667,-0.087755102,1351
8/31/2017,43102,OH,Columbus,Fairfield,Amanda,12321,1219,0.00910596,0.023509656,0,1298
8/31/2017,29039,SC,Orangeburg,Orangeburg,Cordova,12322,858,-0.011520737,-0.009237875,0.005861665,726
8/31/2017,35444,AL,Tuscaloosa,Tuscaloosa,Brookwood,12323,1026,-0.016299137,-0.018181818,0.058823529,1564
8/31/2017,62265,IL,St. Louis,Clinton,New Baden,12324,1189,-0.003352892,-0.008340284,-0.025409836,1557
8/31/2017,61745,IL,Bloomington,McLean,Heyworth,12325,1267,0.000789889,0.014411529,0.067396799,1578
8/31/2017,40008,KY,Bardstown,Nelson,Bloomfield,12326,975,0.013513514,0.020942408,-0.022066199,1042
8/31/2017,64054,MO,Kansas City,Jackson,Sugar Creek,12327,789,0.006377551,0.026007802,0.034076016,1545
8/31/2017,15112,PA,Pittsburgh,Allegheny,East Pittsburgh,12328,800,0.001251564,0.002506266,0.008827238,1306
8/31/2017,48610,MI,,Arenac,Alger,12329,828,-0.002409639,0.003636364,0.037593985,2361
8/31/2017,29047,SC,Orangeburg,Orangeburg,Elloree,12330,1061,0.003784295,0.016283525,0.150759219,955
8/31/2017,16693,PA,Altoona,Blair,Woodbury Township,12331,812,-0.020506634,-0.082485876,-0.231788079,911
8/31/2017,54448,WI,Wausau,Marathon,Marathon,12332,1143,0.000875657,-0.014655172,0.004393673,1449
8/31/2017,75472,TX,,Rains,East Tawakoni,12333,1208,0.004991681,0.009189641,-0.014681892,730
8/31/2017,12053,NY,Albany,Schenectady,Town of Duane,12334,1421,0.001409443,-0.00698812,-0.009065551,1360
8/31/2017,61911,IL,,Moultrie,Arthur,12335,1169,0,-0.005952381,-0.002559727,801
8/31/2017,85263,AZ,Phoenix,Maricopa,Rio Verde,12336,2434,-0.011372868,-0.03143653,-0.007745618,1965
8/31/2017,47037,IN,,Ripley,Osgood,12337,910,0.011111111,0.027088036,0.054461182,911
8/31/2017,27209,NC,,Montgomery,Biscoe,12338,844,0.003567182,0.018094089,-0.007058824,568
8/31/2017,10594,NY,New York,Westchester,Thornwood,12339,3511,0.001997717,-0.012654668,-0.000853728,1545
8/31/2017,37143,TN,Nashville,Cheatham,Pegram,12340,1396,-0.00071582,0.007942238,0.017492711,1916
8/31/2017,95237,CA,Stockton,San Joaquin,Lockeford,12341,1595,0.006309148,0.000627353,0.034370947,762
8/31/2017,70589,LA,Opelousas,Saint Landry,Washington,12342,1108,0,-0.001801802,-0.06339814,649
8/31/2017,10921,NY,New York,Orange,Florida,12343,1865,-0.005863539,-0.028139656,-0.004802561,1481
8/31/2017,17068,PA,Harrisburg,Perry,Centre Township,12344,1209,-0.000826446,-0.001651528,-0.033573141,1031
8/31/2017,28323,NC,Dunn,Harnett,Bunnlevel,12345,1164,0.003448276,0.00605013,-0.00427716,575
8/31/2017,72846,AR,,Johnson,Lamar,12346,839,0.001193317,-0.005924171,-0.045506257,1235
8/31/2017,3819,NH,Boston,Rockingham,Danville,12347,2004,0.002501251,0.017775521,0.078579117,1365
8/31/2017,3584,NH,Berlin,Coos,Town of Lancaster,12348,1178,0.006837607,-0.006745363,-0.009251472,1334
8/31/2017,53191,WI,Whitewater,Walworth,Williams Bay,12349,1757,0.018550725,0.064848485,0.233848315,1892
8/31/2017,54426,WI,Wausau,Marathon,Edgar,12350,1100,-0.000908265,-0.022222222,0.03286385,1362
8/31/2017,81432,CO,,Ouray,Ridgway,12351,2018,0.000992063,0.00498008,-0.010784314,1583
8/31/2017,83676,ID,Boise City,Canyon,Wilder,12352,1082,0.023651845,0.036398467,0.080919081,1586
8/31/2017,52213,IA,Cedar Rapids,Linn,Center Point,12353,1212,0.004142502,-0.013029316,-0.088721805,1621
8/31/2017,10926,NY,New York,Orange,Harriman,12354,1574,0.003826531,0.007682458,0.007682458,1179
8/31/2017,5055,VT,Claremont,Windsor,Norwich,12355,2235,0.010854817,0.056737589,-0.014984575,1124
8/31/2017,32567,FL,Crestview-Fort Walton Beach-Destin,Okaloosa,Crestview,12356,967,0.013626834,0.025450689,-0.016276704,1048
8/31/2017,66846,KS,,Morris,Council Grove,12357,835,-0.00476758,-0.01880141,-0.061797753,1478
8/31/2017,12827,NY,Glens Falls,Washington,Town of Fort Ann,12358,1621,-0.003687769,-0.027594481,-0.032238806,1355
8/31/2017,32744,FL,Daytona Beach,Volusia,Lake Helen,12359,1154,0.007860262,0.007860262,0.02214349,1378
8/31/2017,32764,FL,Melbourne,Brevard,Mims,12360,1268,0.00555115,0.006349206,-0.003144654,1199
8/31/2017,62016,IL,,Greene,Carrollton,12361,923,0.00326087,-0.001082251,-0.046487603,1148
8/31/2017,49668,MI,Cadillac,Wexford,Mesick,12362,897,0.004479283,0.027491409,0.021640091,1555
8/31/2017,55114,MN,Minneapolis-St Paul,Ramsey,Saint Paul,12363,1552,0.009102731,0.023746702,0.049357674,582
8/31/2017,6420,CT,New London,New London,Salem,12364,1721,0.001746217,0.015339233,0.051313378,1657
8/31/2017,41095,KY,Cincinnati,Gallatin,Warsaw,12365,960,0,0.008403361,0.021276596,600
8/31/2017,80106,CO,Colorado Springs,El Paso,Elbert,12366,2071,-0.000482625,0.008276534,0.068627451,1406
8/31/2017,38330,TN,,Gibson,Dyer,12367,785,0,-0.002541296,-0.037990196,2252
8/31/2017,55005,MN,Minneapolis-St Paul,Anoka,East Bethel,12368,1583,0.005717916,0.027922078,0.05957162,1704
8/31/2017,49064,MI,Kalamazoo,Van Buren,Lawrence,12369,1025,-0.003887269,0.009852217,0.009852217,1313
8/31/2017,81641,CO,,Rio Blanco,Meeker,12370,1388,0.001443001,-0.013503909,-0.142150803,1295
8/31/2017,56359,MN,Minneapolis-St Paul,Mille Lacs,Onamia,12371,1233,-0.002427184,-0.011226945,-0.049344641,764
8/31/2017,37191,TN,Clarksville,Montgomery,Woodlawn,12372,1010,0.005976096,0.011011011,0.019172553,1870
8/31/2017,76689,TX,Waco,McLennan,Valley Mills,12373,1276,0.006309148,0.010292953,-0.022970904,724
8/31/2017,1468,MA,Worcester,Worcester,Templeton,12374,1503,0.010080645,0.024539877,0.093090909,2619
8/31/2017,28635,NC,North Wilkesboro,Wilkes,Hays,12375,942,0.006410256,0.009646302,-0.002118644,983
8/31/2017,18347,PA,East Stroudsburg,Monroe,Pocono Lake,12376,1140,0.005291005,0.018766756,0.027953111,4014
8/31/2017,8343,NJ,Philadelphia,Gloucester,Elk Township,12377,1714,-0.002328289,0.012404017,0.00645919,1575
8/31/2017,17301,PA,Gettysburg,Adams,Hamilton Township,12378,1273,0.003943218,0.02085004,0.0184,2024
8/31/2017,48367,MI,Detroit,Oakland,Leonard,12379,1916,-0.002602811,-0.003121748,0.021321962,1512
8/31/2017,48418,MI,Owosso,Shiawassee,Byron,12380,1212,0.007481297,0.011686144,0.111926606,1796
8/31/2017,4294,ME,,Franklin,Town of Wilton,12381,1097,0.006422018,0.037842952,0.095904096,1599
8/31/2017,88230,NM,Roswell,Chaves,Dexter,12382,911,-0.030851064,-0.054979253,-0.039029536,691
8/31/2017,35648,AL,Florence,Lauderdale,Lexington,12383,777,0.017015707,0.010403121,-0.079383886,1459
8/31/2017,75166,TX,Dallas-Fort Worth,Collin,Lavon,12384,1708,0.004115226,0.005889282,0,1613
8/31/2017,36260,AL,Anniston,Calhoun,Oxford,12385,806,-0.002475248,0.002487562,0.001242236,1326
8/31/2017,27311,NC,,Caswell,Pelham,12386,803,0.001246883,-0.009864365,-0.098765432,977
8/31/2017,22645,VA,Winchester,Frederick,Middletown,12387,1372,0.004392387,0.013293944,0.026946108,1338
8/31/2017,10524,NY,New York,Putnam,Philipstown,12388,2548,0.011512505,0.027419355,-0.063235294,1574
8/31/2017,10913,NY,New York,Rockland,Orangetown,12389,2923,-0.003749148,0.009323204,-0.01149814,1617
8/31/2017,97462,OR,Roseburg,Douglas,Oakland,12390,997,-0.003,-0.006972112,0.079004329,1099
8/31/2017,37853,TN,Knoxville,Blount,Rockford,12391,979,0.00307377,0.040382572,0.017671518,1821
8/31/2017,4864,ME,,Knox,Warren,12392,1197,-0.007462687,-0.010743802,0.037261698,1611
8/31/2017,61310,IL,Dixon,Lee,Amboy,12393,1111,0.008166969,0.02020202,-0.045532646,1343
8/31/2017,59873,MT,,Sanders,Thompson Falls,12394,906,0.006666667,0.012290503,0.048611111,727
8/31/2017,34981,FL,Port St. Lucie,Saint Lucie,Fort Pierce,12395,1474,0.009589041,0.035839775,0.070442992,1299
8/31/2017,46793,IN,Auburn,De Kalb,Waterloo,12396,1006,0.012072435,0.042487047,0.008016032,1025
8/31/2017,15610,PA,Pittsburgh,Fayette,Bullskin Township,12397,1063,0.014312977,0.019175455,0.025072324,1272
8/31/2017,14772,NY,Olean,Cattaraugus,Town of Randolph,12398,1163,0.000860585,-0.025146689,-0.096348096,1079
8/31/2017,17834,PA,Sunbury,Northumberland,Kulpmont,12399,851,0.001176471,-0.017321016,-0.104210526,1821
8/31/2017,7440,NJ,New York,Morris,Pequannock,12400,2441,0.004113534,0.01328352,0.011184756,1520
8/31/2017,97341,OR,Newport,Lincoln,Depoe Bay,12401,1551,-0.008945687,-0.010210593,0.061601643,1999
8/31/2017,65255,MO,Columbia,Boone,Hallsville,12402,1051,0,-0.00095057,0.030392157,850
8/31/2017,49326,MI,Grand Rapids,Kent,Gowen,12403,1188,0.004226543,0.007633588,0.033043478,1729
8/31/2017,55927,MN,Rochester,Dodge,Dodge Center,12404,1260,0.000794281,-0.002375297,-0.010989011,1711
8/31/2017,28643,NC,,Ashe,Lansing,12405,1097,0.009199632,0.015740741,-0.007239819,1025
8/31/2017,62014,IL,St. Louis,Macoupin,Bunker Hill,12406,1172,0.003424658,0.01208981,-0.005937235,1371
8/31/2017,47246,IN,Columbus,Bartholomew,Hope,12407,938,-0.00845666,-0.029989659,-0.0703667,1669
8/31/2017,81419,CO,,Delta,Hotchkiss,12408,1295,0.005434783,0.022099448,0.023715415,992
8/31/2017,28571,NC,New Bern,Pamlico,Oriental,12409,1258,0.007205765,0.015334948,0.004792332,1414
8/31/2017,61064,IL,Rochelle,Ogle,Polo,12410,1152,0.010526316,0.035040431,-0.058823529,1392
8/31/2017,52778,IA,Muscatine,Muscatine,Wilton,12411,1252,0,0.006430868,-0.017268446,886
8/31/2017,54871,WI,,Washburn,Shell Lake,12412,1037,-0.000963391,-0.015194682,-0.029934518,994
8/31/2017,7640,NJ,New York,Bergen,Harrington Park,12413,3089,0.003899903,-0.003548387,0.007830343,1622
8/31/2017,70656,LA,Fort Polk South,Vernon,Pitkin,12414,991,0.009164969,-0.007014028,0.038784067,945
8/31/2017,54151,WI,Marinette,Marinette,Niagara,12415,898,-0.003329634,0.012401353,0.051522248,1391
8/31/2017,30543,GA,Gainesville,Hall,Gillsville,12416,1109,0.016498625,0.039362699,-0.00359389,1202
8/31/2017,35203,AL,Birmingham,Jefferson,Birmingham,12417,1228,0.008210181,0.043330501,-0.005668016,697
8/31/2017,61063,IL,Rockford,Winnebago,Pecatonica,12418,1057,0.0028463,-0.015828678,0.011483254,1006
8/31/2017,46742,IN,Angola,Steuben,Hamilton,12419,1124,0.003571429,0.019038985,0.000890472,1199
8/31/2017,47346,IN,Richmond,Wayne,Hagerstown,12420,916,0.014396456,0.037372593,0.017777778,1855
8/31/2017,92590,CA,Riverside,Riverside,Temecula,12421,4534,-0.001541511,-0.003297428,0.006660746,808
8/31/2017,53809,WI,Platteville,Grant,Fennimore,12422,1031,0.001943635,0.01476378,0.032032032,1038
8/31/2017,3753,NH,Claremont,Sullivan,Grantham,12423,1624,0.0169067,0.053861129,0.067718606,2623
8/31/2017,46571,IN,,Lagrange,Topeka,12424,1186,0.001689189,0.016281063,0.027729636,918
8/31/2017,3884,NH,Boston,Strafford,Strafford,12425,1878,0.020097773,0.032435404,-0.000532198,1550
8/31/2017,93256,CA,Visalia,Tulare,Pixley,12426,930,0.001076426,0.003236246,-0.008528785,970
8/31/2017,66092,KS,Ottawa,Franklin,Wellsville,12427,1123,0.002678571,0.011711712,0.001784121,1154
8/31/2017,2764,MA,Providence,Bristol,Dighton,12428,1861,0.007579859,0.020844761,0.077591199,1277
8/31/2017,43844,OH,Coshocton,Coshocton,Warsaw,12429,955,-0.004171011,0.004206099,-0.044044044,803
8/31/2017,71964,AR,Hot Springs,Garland,Pearcy,12430,1153,0.004355401,0.029464286,0.046279492,921
8/31/2017,32759,FL,Daytona Beach,Volusia,Oak Hill,12431,1289,0.00703125,0.017363852,0.077759197,694
8/31/2017,12835,NY,Albany,Saratoga,Day,12432,1484,-0.013297872,-0.036363636,0.013661202,1584
8/31/2017,13329,NY,Utica,Herkimer,Dolgeville,12433,1137,-0.000878735,-0.007853403,-0.105428796,1250
8/31/2017,54945,WI,,Waupaca,Iola,12434,1025,-0.006782946,-0.027514231,-0.018199234,1357
8/31/2017,78017,TX,,Frio,Dilley,12435,1104,-0.000904977,-0.002710027,-0.032427695,766
8/31/2017,44824,OH,Sandusky,Erie,Castalia,12436,1185,0.00338696,0.018916595,0.031331593,1499
8/31/2017,2562,MA,Cape Cod,Barnstable,Bourne,12437,1865,-0.006922258,-0.022024122,-0.071677451,1216
8/31/2017,75567,TX,Texarkana,Bowie,Maud,12438,862,-0.004618938,-0.052747253,-0.006912442,636
8/31/2017,44627,OH,Wooster,Wayne,Fredericksburg,12439,1444,0.00487126,0.027027027,0.032165833,773
8/31/2017,76527,TX,Austin,Williamson,Florence,12440,1573,0.002549395,0.01092545,0.030799476,1205
